ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu1680,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,planctopirus,planctopirus limnophila
Zotu1681,4,1,1,1,0,1,0,107,bacteria,bacillota,bacilli,bacillales,alicyclobacillaceae,tumebacillus,tumebacillus ginsengisoli
Zotu1682,0,0,0,0,9,9,3,0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu1683,11,10,116,1,0,1,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1684,0,1,0,1,0,0,0,4,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,methylophilus,methylophilus methylotrophus
Zotu1685,0,1,107,0,0,0,2,0,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,solitalea,solitalea canadensis
Zotu1686,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1687,0,0,1,65,0,0,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas aurantiaca
Zotu1689,35,0,0,0,0,0,0,1,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1690,7,1,1,0,1,0,2,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,nitrospirillum,azospirillum amazonense
Zotu1691,0,0,0,1,0,0,0,0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu1692,0,0,6,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,desulforamulus,desulforamulus ferrireducens
Zotu1693,0,2,0,1,0,6,5,2,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1694,0,0,0,1,0,0,1,1,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu1695,3,8,0,0,2,23,1,1,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1696,2,0,0,0,0,1,0,104,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1697,0,0,1,0,0,0,0,0,bacteria,pseudomonadota,hydrogenophilia,hydrogenophilales,hydrogenophilaceae,tepidiphilus,tepidiphilus succinatimandens
Zotu1698,0,0,0,0,0,0,0,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,cupriavidus,cupriavidus campinensis
Zotu1699,0,0,0,0,0,0,0,8,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,glaciimonas,glaciimonas singularis
Zotu1700,0,7,0,1,0,11,7,1,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu1701,1,1,0,1,0,0,0,3,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,allokutzneria,allokutzneria oryzae
Zotu1702,0,0,0,1,0,0,1,3,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus nigrescens
Zotu1703,0,0,1,0,0,0,0,95,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,salinarimonadaceae,salinarimonas,salinarimonas soli
Zotu1704,8,0,0,1,0,2,1,0,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,catellatospora,catellatospora citrea
Zotu1705,6,14,1,132,0,1,1,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1706,2,0,1,1,24,14,11,6,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1707,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,lactococcus,lactococcus cremoris
Zotu1708,0,1,1,0,0,0,0,1,bacteria,pseudomonadota,gammaproteobacteria,legionellales,coxiellaceae,aquicella,aquicella siphonis
Zotu1709,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1710,0,0,0,103,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1711,0,0,0,1,2,1,1,2,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,tabrizicola,tabrizicola aquatica
Zotu1712,0,0,0,0,0,0,0,5,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,paracraurococcus,paracraurococcus ruber
Zotu1713,0,1,1,0,0,1,117,1,bacteria,chloroflexota,chloroflexia,chloroflexales,oscillochloridaceae,oscillochloris,oscillochloris trichoides
Zotu1714,2,0,2,11,1,1,0,4,bacteria,actinomycetota,actinomycetes,mycobacteriales,corynebacteriaceae,corynebacterium,corynebacterium jeddahense
Zotu1715,6,1,0,1,0,0,0,2,bacteria,bacillota,clostridia,moorellales,moorellaceae,moorella,moorella glycerini
Zotu1716,26,113,5,0,7,0,4,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1717,1,0,1,0,0,0,0,0,bacteria,bacillota,bacilli,lactobacillales,lactobacillaceae,weissella,weissella ceti
Zotu1718,1,0,0,0,0,0,12,2,bacteria,pseudomonadota,alphaproteobacteria,geminicoccales,geminicoccaceae,arboricoccus,arboricoccus pini
Zotu1719,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,nitrosomonadaceae,nitrosomonas,nitrosomonas cryotolerans
Zotu1720,4,0,1,0,6,0,0,0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu1721,19,86,0,1,22,0,3,0,bacteria,actinomycetota,nitriliruptoria,nitriliruptorales,nitriliruptoraceae,nitriliruptor,nitriliruptor alkaliphilus
Zotu1722,0,0,0,0,0,0,0,0,bacteria,deinococcota,deinococci,trueperales,trueperaceae,truepera,truepera radiovictrix
Zotu1723,2,0,0,0,0,0,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu1724,8,9,0,0,84,10,0,1,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1725,2,6,3,0,0,4,0,3,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu1726,5,19,88,1,0,16,0,5,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter multiflagellatus
Zotu1727,0,0,0,1,2,0,1,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu1728,0,4,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter multiflagellatus
Zotu1729,0,0,2,0,0,0,7,6,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu1730,0,2,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter ruber
Zotu1731,0,0,0,0,18,5,7,1,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella cucumeris
Zotu1732,1,0,0,0,0,0,0,1,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,halomicroarcula,halomicroarcula rubra
Zotu1733,0,0,43,1,81,1,0,1,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,novimethylophilus,novimethylophilus kurashikiensis
Zotu1734,35,7,0,0,0,3,0,5,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus taeanensis
Zotu1735,1,0,1,1,0,0,0,20,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu1736,0,0,0,1,1,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu1737,0,0,0,1,0,1,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,ornatilinea,ornatilinea apprima
Zotu1738,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,chelatococcaceae,chelatococcus,chelatococcus daeguensis
Zotu1739,1,0,1,2,96,1,1,1,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1740,5,0,1,0,2,8,1,43,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus tarimensis
Zotu1741,1,3,1,2,31,0,1,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu1742,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,limnoglobus,limnoglobus roseus
Zotu1743,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides marmoriterrae
Zotu1744,0,0,0,53,0,0,0,1,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,halobellus,halobellus limi
Zotu1745,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu1746,0,0,0,0,0,0,1,0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,thermicanus,thermicanus aegyptius
Zotu1747,0,0,18,2,0,1,0,1,bacteria,actinomycetota,thermoleophilia,miltoncostaeales,miltoncostaeaceae,miltoncostaea,miltoncostaea oceani
Zotu1748,0,0,0,1,2,1,0,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu1749,1,0,0,1,1,0,0,0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,desulforamulus,desulforamulus ferrireducens
Zotu1750,0,0,9,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter taiwanensis
Zotu1751,0,0,0,0,0,0,0,1,bacteria,cyanobacteriota,cyanobacteria,chroococcales,aphanothecaceae,candidatus atelocyanobacterium,cyanobacterium ucyn-a
Zotu1752,0,0,1,1,1,0,1,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas aurantiaca
Zotu1753,1,1,0,1,1,3,0,2,bacteria,thermodesulfobacteriota,desulfuromonadia,geobacterales,geobacteraceae,geomonas,geomonas oryzae
Zotu1754,2,0,0,1,0,0,2,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1755,0,1,0,0,0,0,0,6,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu1756,0,0,0,0,0,0,0,1,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1757,1,0,0,1,0,1,0,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu1758,0,4,0,0,0,10,16,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu1759,0,1,0,1,0,0,0,2,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum malthae
Zotu1760,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,planobispora,planobispora rosea
Zotu1761,1,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu1762,0,0,0,1,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter radiodurans
Zotu1763,0,0,0,0,0,0,1,5,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu1764,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,isosphaerales,isosphaeraceae,singulisphaera,singulisphaera rosea
Zotu1765,0,0,0,0,0,0,0,6,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium mobile
Zotu1766,1,0,0,1,0,1,13,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter multiflagellatus
Zotu1767,0,0,0,2,117,0,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu1768,0,19,12,104,1,1,2,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1769,0,0,0,0,0,0,0,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu1771,1,2,0,0,0,0,0,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,nitrososphaera,candidatus nitrososphaera gargensis
Zotu1772,0,0,0,0,0,0,0,1,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga antarctica
Zotu1774,0,0,0,2,0,20,13,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter kavangonensis
Zotu1775,0,0,0,0,0,1,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,alcaligenaceae,achromobacter,achromobacter insolitus
Zotu1776,0,1,0,0,0,0,0,7,bacteria,bacillota,bacilli,bacillales,bacillaceae,priestia,priestia taiwanensis
Zotu1777,1,157,0,0,0,3,3,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu1778,0,17,0,1,11,1,1,5,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1779,0,0,0,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu1780,2,4,3,1,0,0,1,1,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophothermus,syntrophothermus lipocalidus
Zotu1781,5,48,7,0,0,1,4,1,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu1782,0,0,0,0,0,0,0,1,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas parvus
Zotu1783,0,0,0,0,0,0,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,halorubrum,halorubrum orientale
Zotu1784,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu1785,0,0,0,0,0,0,1,4,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus capsensis
Zotu1786,5,56,14,58,3,0,1,1,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1787,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1788,0,1,0,0,0,0,1,1,bacteria,actinomycetota,actinomycetes,micrococcales,micrococcaceae,arthrobacter,arthrobacter deserti
Zotu1789,77,25,25,0,7,0,1,0,bacteria,bacillota,clostridia,eubacteriales,oscillospiraceae,ruminococcus,ruminococcus flavefaciens
Zotu1790,3,0,1,0,0,1,2,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1791,0,0,0,1,1,0,1,0,bacteria,pseudomonadota,gammaproteobacteria,moraxellales,moraxellaceae,acinetobacter,acinetobacter seohaensis
Zotu1792,0,11,0,0,0,0,1,18,bacteria,actinomycetota,actinomycetes,micrococcales,promicromonosporaceae,isoptericola,isoptericola halotolerans
Zotu1793,0,0,0,0,0,1,0,0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium paludicola
Zotu1794,55,36,25,0,1,0,1,3,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1795,1,0,0,0,0,0,2,0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu1796,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu1797,6,3,8,1,2,19,0,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu1799,0,27,0,0,12,0,0,0,bacteria,thermotogota,thermotogae,thermotogales,fervidobacteriaceae,thermosipho,thermosipho geolei
Zotu1800,3,0,6,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1801,0,1,1,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1802,0,125,1,0,0,11,2,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,nitrososphaera,candidatus nitrososphaera gargensis
Zotu1804,4,0,85,1,0,0,1,1,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu1805,0,0,0,0,0,0,0,10,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum seropedicae
Zotu1806,0,0,0,1,0,1,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,thermomonospora,thermomonospora echinospora
Zotu1807,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1808,0,9,1,100,0,2,0,1,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1809,1,1,0,1,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1810,0,0,0,1,0,1,1,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,arenimicrobiaceae,brevitalea,brevitalea deliciosa
Zotu1811,3,0,0,0,0,0,0,21,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,piscinibacter,piscinibacter aquaticus
Zotu1812,5,42,8,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1813,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides euryhalodurans
Zotu1814,0,0,0,1,1,0,0,2,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,arenimonas,arenimonas halophila
Zotu1815,1,0,0,0,0,0,2,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1816,0,0,0,0,0,0,0,1,bacteria,acidobacteriota,acidobacteriia,bryobacterales,solibacteraceae,candidatus solibacter,candidatus solibacter usitatus
Zotu1817,0,0,0,0,0,1,1,29,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu1818,0,1,0,0,0,0,0,3,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,saccharomonospora,saccharomonospora xinjiangensis
Zotu1819,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,oscillospiraceae,ruminococcus,ruminococcus flavefaciens
Zotu1820,1,0,0,1,1,1,2,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu1821,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinoallomurus,actinoallomurus acanthiterrae
Zotu1822,0,0,0,1,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas jaspsi
Zotu1823,1,0,0,0,0,0,1,10,bacteria,bdellovibrionota,bdellovibrionia,bdellovibrionales,pseudobdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu1824,29,8,62,2,44,2,1,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1825,1,7,0,97,0,1,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu1826,0,0,0,3,0,0,0,1,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1827,0,14,0,0,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu1828,2,0,0,0,0,1,1,1,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,bacillus edaphicus
Zotu1829,0,0,167,1,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1830,0,3,0,0,0,0,0,0,bacteria,bacillota,negativicutes,veillonellales,veillonellaceae,veillonella,veillonella dentocariosa
Zotu1831,0,0,0,1,1,0,0,2,bacteria,actinomycetota,actinomycetes,streptosporangiales,treboniaceae,trebonia,trebonia kvetii
Zotu1832,0,1,0,118,0,1,1,1,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1833,1,47,11,57,0,1,4,0,bacteria,bacillota,clostridia,thermoanaerobacterales,thermoanaerobacteraceae,desulfothermobacter,desulfothermobacter acidiphilus
Zotu1834,8,12,1,0,19,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,steroidobacterales,steroidobacteraceae,povalibacter,povalibacter uvarum
Zotu1835,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu1836,11,12,78,3,1,13,3,1,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
