"","MESQUITE.FLATS.SAND.MF.4B","MESQUITE.FLATS.SAND.MF.5B","MESQUITE.FLATS.SAND.MF.6B","MESQUITE.FLATS.SAND.MF.7B","MESQUITE.FLATS.SAND.MF.8B","MESQUITE.FLATS.SAND.MF.11A","MESQUITE.FLATS.SAND.MF.12A","MESQUITE.FLATS.SAND.MF.13A","MESQUITE.FLATS.SAND.MF.14B","MESQUITE.FLATS.SAND.MF.15A","MESQUITE.FLATS.SAND.MF.16A","MESQUITE.FLATS.SAND.MF.17A","MESQUITE.FLATS.SAND.MF.18B","MESQUITE.FLATS.SAND.MF.19A","MESQUITE.FLATS.SAND.MF.20A","MESQUITE.FLATS.SAND.MF.27B","MESQUITE.FLATS.SAND.MF.28A","MESQUITE.FLATS.SAND.MF.30A","MESQUITE.FLATS.SAND.MF.31B","MESQUITE.FLATS.SAND.MF.33A","EUREKA.SAND.ED.01A","EUREKA.SAND.ED.02B","EUREKA.SAND.ED.03A","EUREKA.SAND.ED.04A","EUREKA.SAND.ED.05A","EUREKA.SAND.ED.06A","EUREKA.SAND.ED.08A","EUREKA.SAND.ED.09A","EUREKA.SAND.ED.10A","EUREKA.SAND.ED.11A","EUREKA.SAND.ED.12A","EUREKA.SAND.ED.13A","EUREKA.SAND.ED.14B","EUREKA.SAND.ED.15B","EUREKA.SAND.ED.16A","EUREKA.SAND.ED.17B","EUREKA.SAND.ED.18A","EUREKA.SAND.ED.19A","EUREKA.SAND.ED.20A","EUREKA.SAND.ED.21A","EUREKA.SAND.ED.22A","EUREKA.SAND.ED.23A","EUREKA.SAND.ED.24A","EUREKA.SAND.ED.33A","IBEX.SAND.IX.1B","IBEX.SAND.IX.2A","IBEX.SAND.IX.3A","IBEX.SAND.IX.4B","IBEX.SAND.IX.5A","IBEX.SAND.IX.6A","IBEX.SAND.IX.7A","IBEX.SAND.IX.8A","IBEX.SAND.IX.9A","IBEX.SAND.IX.10A","IBEX.SAND.IX.10CM.A","IBEX.SAND.IX.2OCM.B","IBEX.SAND.IX.3OCM.A","IBEX.SAND.IX.40CM.A","IBEX.SAND.IX.50CM.A","IBEX.SAND.IX.60CM.A","IBEX.SAND.IX.70CM.A","IBEX.SAND.IX.80CM.A"
"Zotu3169",1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1619",3,0,11,0,2,0,1,16,0,0,18,0,0,1,2,0,1,69,37,0,1,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0
"Zotu2680",1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,34,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Zotu1268",2,0,5,69,82,0,0,2,1,2,0,0,1,22,1,0,3,3,4,2,0,1,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu495",1,2,3,2,5,0,3,0,2,1,52,2,0,2,5,0,0,2,21,197,0,0,0,1,0,2,1,0,0,0,1,1,1,56,1,6,1,5,2,2,2,1,2,3,0,0,1,3,1,0,0,4,0,26,9,15,26,24,86,24,3,4
"Zotu5852",3,0,0,22,31,1,1,0,0,1,0,7,2,0,0,0,0,0,0,2,7,0,0,0,2,0,2,1,3,1,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu141",5,133,74,4,10,24,41,132,148,112,27,107,3,86,34,5,4,32,16,4,5,3,2,2,4,3,5,0,4,3,7,12,12,3,12,7,5,8,6,6,6,10,6,4,10,403,332,309,471,5,168,16,72,12,4,8,1,4,36,74,43,17
"Zotu2429",1,1,0,6,9,0,1,1,0,0,0,0,0,2,7,1,14,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,8,0,0,1,37,0,0,0,22,0,0,1,0,0,0,1,0,1,0
"Zotu427",3,25,0,1,0,0,2,18,1,1,3,25,0,17,13,3,1,2,0,1,9,1,2,3,0,0,107,0,27,26,1,2,1,89,186,1,1,44,3,57,1,4,1,0,1,1,0,2,4,1,3,43,2,2,1,0,2,2,0,2,1,2
"Zotu250",1,42,17,29,2,2,33,3,49,58,1,4,4,3,31,2,16,112,0,5,76,5,3,4,2,2,5,4,111,80,4,5,6,8,180,4,4,14,3,80,6,52,0,3,3,1,2,2,10,6,6,64,100,139,0,0,3,1,0,1,0,2
"Zotu6200",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu459",2,0,6,2,1,2,0,18,22,0,34,1,0,16,0,0,3,1,48,0,9,0,0,1,1,0,0,1,2,1,1,2,2,3,1,4,31,2,6,9,2,203,1,1,2,1,3,1,1,164,27,4,0,2,1,4,69,2,2,11,14,2
"Zotu5813",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu182",4,5,9,10,8,630,406,1,9,6,9,6,1,12,2,12,13,6,4,354,5,5,8,4,2,11,13,12,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2806",2,1,0,1,1,1,69,0,0,0,1,1,0,0,0,0,4,0,1,0,4,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2721",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,2,0,29,2,1,0,0,0,0,0,0,0,0,7,40,18,1,1,0
"Zotu376",1,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,6,3,2,6,7,3,3,2,1,3,7,2,5,2,4,3,2,4,12,1,4,74,109,33,175,271,20,0,2
"Zotu4353",1,1,5,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Zotu306",3,4,22,1,3,7,1,3,3,35,77,2,0,0,19,5,5,1,91,3,1,0,4,0,245,4,3,0,39,1,2,5,2,64,2,5,2,71,58,1,5,2,198,2,5,0,3,1,2,4,4,12,20,1,5,5,0,3,5,37,16,4
"Zotu2546",1,1,0,0,1,0,0,2,2,1,1,0,1,0,0,0,90,1,4,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu673",1,1,0,14,15,3,1,1,0,2,1,5,2,14,1,1,14,1,0,0,0,0,1,0,2,3,1,3,17,13,110,1,3,1,1,0,53,19,19,47,1,58,1,5,0,2,1,3,0,0,1,0,13,0,3,9,2,2,3,1,1,1
"Zotu1106",1,1,4,5,17,0,2,2,3,1,0,0,1,2,10,5,2,76,7,2,3,0,4,0,1,1,1,2,0,2,2,1,0,1,0,0,0,1,1,1,1,2,1,7,0,1,0,0,120,0,1,0,0,2,7,22,17,0,1,0,1,1
"Zotu2039",1,0,6,6,5,0,17,0,1,0,0,2,2,0,9,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,2,70,1,0,1,0,0,0,6,0,12,0,1,1,0,12,0,1,1
"Zotu3758",1,0,2,0,4,0,0,0,12,0,1,1,0,0,17,0,0,9,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2501",1,0,0,0,0,0,1,1,0,1,28,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,23,32,8,2,0,0,0,0
"Zotu3120",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu404",1,1,17,7,3,4,1,2,22,1,111,153,1,2,59,2,14,1,52,3,0,3,1,4,0,0,1,1,5,1,1,1,1,4,3,3,0,1,42,55,2,0,2,3,3,1,0,4,3,0,3,13,3,1,85,123,28,4,2,5,112,13
"Zotu2802",2,1,72,0,1,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu395",1,3,3,1,1,3,1,1,1,1,1,3,0,5,3,0,1,1,1,2,15,1,6,0,158,2,0,93,81,50,2,1,1,0,0,1,3,174,20,48,1,3,1,0,0,0,0,0,2,4,0,22,3,2,2,1,2,0,3,1,0,1
"Zotu3813",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6,1,0,1,0,0,2,0,4,18,1,0,0,0,0,0,0,0,12
"Zotu1347",1,2,24,0,0,0,2,103,2,0,1,46,0,1,9,0,6,66,0,0,0,0,1,0,0,1,0,0,0,45,0,0,0,1,2,0,1,36,2,1,0,0,0,4,0,1,0,0,0,0,8,5,0,0,1,1,0,0,0,2,43,0
"Zotu2768",1,3,0,1,0,0,0,1,1,1,0,40,0,1,3,0,2,1,0,0,33,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0
"Zotu270",1,2,25,0,4,4,1,1,6,2,3,3,1,6,1,2,2,70,6,5,17,0,1,4,0,1,53,0,90,31,0,7,3,6,4,3,3,3,9,4,1,33,180,1,2,5,4,2,5,15,7,1,7,23,3,2,13,16,73,362,92,32
"Zotu4806",1,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Zotu3668",1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
"Zotu417",2,1,2,7,0,0,4,0,1,3,2,0,3,0,1,1,13,1,2,2,31,208,0,0,2,2,1,2,1,31,1,301,1,0,1,1,1,2,69,3,2,0,3,2,0,3,2,3,2,0,1,6,0,56,0,0,0,0,1,0,1,0
"Zotu1523",2,3,5,1,3,0,0,0,0,0,0,5,0,3,0,3,1,1,3,1,1,1,254,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu897",2,1,21,1,2,2,0,0,11,1,0,20,0,29,3,0,0,36,2,0,1,2,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,1,2,2,2,0,0,0,0,158,0,47,2,0,2,0,0,0,1,1,0,0,0,2,1,0
"Zotu1136",2,2,2,0,0,176,12,1,0,0,0,2,0,1,1,0,0,2,0,2,0,1,2,0,1,2,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu4996",1,0,0,7,85,0,0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5961",2,0,19,15,3,1,0,2,1,2,0,0,0,1,0,0,27,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1188",1,0,0,15,2,2,1,2,0,0,1,0,0,0,2,0,18,0,0,1,2,0,0,0,0,1,0,0,0,10,0,0,0,1,1,1,2,1,0,0,0,0,1,3,55,1,0,0,0,1,41,4,24,1,1,0,3,1,1,3,1,0
"Zotu6001",1,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3561",2,1,1,0,96,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,1,2,0,0,0,3,0,1,4,12,0,0,0,0,0,0
"Zotu2031",4,2,1,41,92,0,0,2,0,0,0,2,0,0,1,2,6,3,1,1,2,0,3,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu216",5,44,41,5,2,3,4,99,41,7,18,23,2,22,13,4,10,62,0,3,71,0,2,4,2,4,4,4,9,28,1,3,0,5,3,0,6,3,3,2,6,13,5,5,112,61,51,161,149,3,56,40,62,72,2,1,3,2,2,6,7,35
"Zotu700",2,19,27,2,4,2,2,1,22,14,4,86,3,16,5,0,0,36,31,3,2,4,2,0,0,0,1,2,4,1,1,0,1,0,0,0,1,1,2,1,1,0,0,0,0,1,1,2,0,44,53,14,17,6,1,0,1,1,0,2,10,4
"Zotu558",3,27,0,0,0,1,0,0,0,0,16,0,0,1,3,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,3,3,1,2,5,2,1,5,2,4,1,3,116,1,1,0,4,6,3,3,14,27,222,4,3,31,21,2
"Zotu370",1,26,151,3,2,6,2,124,12,4,0,44,4,3,46,6,13,6,1,4,84,1,5,4,3,2,5,5,3,1,0,0,1,3,0,0,1,2,2,1,3,3,184,1,2,0,0,3,4,7,0,39,1,30,2,3,0,2,1,0,2,59
"Zotu1581",1,38,15,0,1,0,1,0,0,0,0,1,0,1,13,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,29,19,0,0,0,2,0,1,2,1
"Zotu1272",1,0,1,0,2,0,0,0,0,0,2,0,0,0,7,0,6,1,1,0,63,0,0,0,0,0,0,1,1,16,1,1,1,2,56,1,1,1,2,0,3,1,0,1,0,1,0,4,0,2,0,36,7,5,0,0,2,1,0,1,0,2
"Zotu241",4,24,71,3,5,4,1,29,94,6,87,67,0,23,42,2,10,114,43,4,6,3,7,5,5,2,3,6,3,4,2,5,2,1,1,3,4,0,3,1,0,5,4,1,2,3,5,3,56,1,29,4,3,23,10,6,32,0,20,144,129,26
"Zotu639",3,2,3,2,6,343,91,2,2,3,3,4,0,3,1,7,4,1,1,6,2,0,2,1,1,1,1,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4620",1,0,1,0,0,0,0,2,0,0,1,27,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
"Zotu1330",2,31,0,1,0,1,2,1,33,1,0,2,1,2,13,2,2,15,0,0,22,0,0,1,1,0,1,1,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,0,0,1,0,0,0,0,0,0
"Zotu1641",1,5,0,0,1,0,16,15,28,1,1,2,0,1,5,1,1,69,0,2,1,1,1,0,1,15,2,1,1,1,0,0,0,0,0,0,0,18,0,1,2,1,0,0,6,1,2,2,0,5,3,7,12,4,0,0,0,0,0,1,0,0
"Zotu863",3,2,18,2,3,1,1,21,19,12,103,5,1,0,1,0,3,1,70,0,0,1,2,1,2,0,3,2,3,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,39,0,0,0,1,0,1
"Zotu2237",1,0,1,1,1,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,1,2,0,0,0,89,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1031",2,1,2,1,2,0,0,0,1,0,16,1,1,0,3,3,0,1,0,3,0,0,2,2,0,33,0,30,60,4,0,0,1,0,11,0,27,14,26,29,1,5,1,2,1,0,1,0,2,1,0,4,0,0,1,1,0,0,0,6,0,2
"Zotu3411",1,2,36,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu997",2,0,1,9,4,2,5,1,23,15,1,2,0,70,5,15,61,1,1,2,53,1,1,0,0,1,4,1,0,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1
"Zotu1853",1,0,0,0,0,0,0,0,0,19,73,0,0,1,1,0,0,0,86,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3482",2,0,1,0,0,1,1,1,0,0,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,1,29,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"Zotu502",4,2,7,5,6,7,3,6,5,602,4,4,2,1,5,1,2,3,5,11,0,2,2,5,2,3,1,7,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu465",4,109,17,17,4,3,17,20,15,13,23,20,4,38,8,1,0,38,32,2,2,3,1,1,1,3,4,5,0,0,2,0,2,4,89,1,0,36,0,1,1,1,157,3,51,1,2,3,1,1,16,5,1,4,4,1,1,0,0,0,4,1
"Zotu950",3,0,0,9,7,2,1,3,3,0,0,0,0,2,1,0,2,2,1,226,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1249",3,1,0,0,1,197,1,3,2,0,2,0,0,3,2,2,3,1,3,4,3,5,2,0,1,1,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu142",7,50,7,208,7,5,39,8,7,9,7,16,14,3,20,5,55,14,7,6,80,9,11,9,14,161,10,4,796,100,12,2,1,2,176,3,0,106,0,1,1,2,1,6,2,0,1,2,0,3,56,25,1,3,0,1,1,1,0,0,0,6
"Zotu3726",2,0,1,1,8,1,1,1,0,0,0,30,0,0,12,0,5,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3861",1,1,2,23,50,0,1,2,1,1,3,3,1,0,0,0,5,1,0,2,5,0,2,0,2,1,1,1,1,2,1,1,0,1,0,4,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,45,0,5,1,0
"Zotu473",5,30,94,0,5,2,1,4,18,1,1,4,9,93,26,2,2,1,0,3,24,1,1,0,1,2,3,4,36,1,2,1,3,4,1,1,0,1,0,2,0,0,1,1,113,1,1,2,4,4,2,84,3,1,0,1,0,0,0,0,1,38
"Zotu259",3,17,26,1,4,1,1,11,17,0,0,42,0,3,19,0,2,55,18,2,1,0,8,0,3,0,1,23,39,2,0,3,5,3,44,3,2,6,4,4,1,3,67,2,2,103,227,26,128,6,107,11,38,31,0,2,3,8,24,67,88,6
"Zotu129",7,4,5,6,9,8,4,3,2,2,2,5,2,5,4,6,4,3,2,8,2,3,5,171,0,4,0,66,224,131,3,6,70,4,8,5,48,22,14,36,5,112,249,10,9,209,67,91,65,5,64,8,5,9,4,8,60,209,31,59,35,4
"Zotu1644",3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu508",1,29,0,2,2,1,1,0,0,0,31,2,0,0,9,0,0,1,41,1,0,2,2,0,1,2,0,65,0,36,1,2,2,169,1,1,0,1,2,3,1,4,1,4,1,1,2,6,2,3,33,7,0,1,8,32,46,4,14,4,2,1
"Zotu311",4,155,58,10,11,3,62,70,13,4,4,24,5,2,16,4,4,75,95,3,19,9,5,3,3,3,5,3,2,6,136,2,1,3,3,0,0,5,0,37,1,1,2,1,0,1,80,82,1,1,3,21,24,50,0,1,0,0,2,2,5,14
"Zotu2508",2,0,0,10,8,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,12,22,1,15,0,13,1
"Zotu100",4,106,76,21,2,4,469,38,18,6,5,56,6,80,28,3,32,5,3,8,49,6,4,7,8,12,8,175,110,86,2,9,154,3,9,4,84,42,6,134,4,117,8,21,59,5,4,43,116,9,55,46,125,16,7,6,4,3,2,3,14,126
"Zotu407",2,2,9,8,2,0,2,92,0,0,0,31,2,36,9,3,19,1,4,4,30,2,2,0,0,1,0,7,99,2,0,269,5,12,4,1,3,3,1,1,3,1,1,6,0,1,3,4,0,0,3,73,32,72,1,0,1,1,1,0,1,41
"Zotu2400",2,3,0,42,49,0,1,1,3,1,1,0,1,0,0,2,21,1,0,1,1,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu289",4,4,12,3,1,0,1,6,2,1,28,4,0,3,3,3,1,83,16,8,2,3,2,2,0,26,1,134,129,49,1,7,0,84,2,2,2,77,260,46,5,58,8,10,11,5,4,2,0,2,1,15,23,0,12,10,7,5,12,2,4,6
"Zotu1612",2,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,3,0,0,0,0,123,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Zotu1040",2,9,6,2,1,1,0,0,9,3,0,0,2,2,2,1,3,1,1,230,2,1,2,0,0,1,2,1,9,0,1,0,0,1,0,0,3,2,9,14,0,0,0,0,0,1,1,0,0,0,1,2,19,0,1,0,0,1,0,11,0,0
"Zotu634",5,2,4,80,2,3,3,3,21,11,1,2,1,29,4,2,9,1,9,0,0,0,2,0,0,2,1,1,0,2,0,0,2,1,2,0,0,2,1,0,2,0,1,62,0,88,1,0,0,2,28,3,3,23,0,1,1,1,0,1,24,1
"Zotu469",1,2,4,3,5,5,2,3,2,0,3,2,1,3,1,3,4,6,7,1,0,2,3,2,2,2,1,202,56,35,5,1,1,1,1,1,0,18,3,32,0,40,50,5,2,4,1,2,0,0,1,9,0,17,0,2,1,2,0,10,26,1
"Zotu5755",1,0,0,0,10,0,1,2,1,0,0,21,0,27,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"Zotu1026",4,1,0,0,3,0,0,0,1,0,0,0,1,1,11,0,1,0,140,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,26,30,17,0
"Zotu373",4,2,15,33,1,0,4,23,7,6,2,35,3,14,44,4,41,2,2,4,45,3,1,0,2,2,4,3,0,24,0,6,10,5,7,2,6,7,4,7,6,3,6,1,6,8,0,68,1,7,25,70,32,121,4,2,3,3,0,1,17,115
"Zotu3880",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1598",1,1,13,0,1,1,0,1,0,0,31,0,0,42,9,0,9,0,1,0,14,0,0,1,3,0,0,0,0,8,0,0,1,0,1,0,36,0,2,0,0,0,0,1,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0
"Zotu3714",1,0,1,0,11,1,0,0,1,0,0,11,0,1,2,0,7,0,0,2,0,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,0,1,0
"Zotu1480",3,2,2,2,7,0,1,0,2,4,0,22,0,1,15,0,11,0,1,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,1,0,1,1,0,1,0,0,2,2,0,0,0,0,1,0,0,5,38,5,1,0,0,1,0,19,8,0
"Zotu2093",3,2,0,1,0,1,0,0,19,0,0,1,0,2,1,1,1,60,16,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu859",1,2,4,1,7,0,1,23,9,1,29,55,1,7,7,0,2,1,0,3,0,2,4,0,0,0,0,2,3,24,3,1,0,1,0,1,24,0,26,34,0,23,1,2,0,1,1,0,0,2,1,1,1,2,6,1,18,3,2,9,1,1
"Zotu989",3,0,0,2,3,0,1,1,0,2,0,1,0,0,2,0,3,1,0,0,6,0,1,1,1,1,0,25,37,11,0,0,0,0,1,0,41,39,7,20,0,45,0,0,0,0,1,1,0,2,1,2,0,0,0,0,2,0,1,0,1,0
"Zotu5542",1,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,6,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3867",2,0,0,2,0,0,2,34,0,0,0,0,0,1,1,1,12,0,0,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
